step,customer,age,gender,merchant,category,amount,fraud,amount_zscore,customer_tx_count,merchant_tx_count
172,C1421601814,2,F,M1823072687,es_transportation,39.84,0,0.7348419400422233,12,10103
137,C286580355,6,M,M348934600,es_transportation,49.41,0,1.2841274344972597,8,6913
106,C1480799932,6,M,M348934600,es_transportation,21.52,0,-0.31666383408695953,6,6913
69,C1944646841,1,F,M1823072687,es_transportation,36.69,0,0.5540426393595305,10,10103
23,C373567366,4,F,M348934600,es_transportation,22.28,0,-0.27304241550954794,8,6913
46,C1853277977,4,M,M348934600,es_transportation,37.2,0,0.5833149070891096,5,6913
6,C707845856,2,F,M348934600,es_transportation,45.19,0,1.0419137681858435,6,6913
152,C1871125244,U,E,M1823072687,es_transportation,26.36,0,-0.038864273672917844,4,10103
96,C1663641926,6,F,M1823072687,es_transportation,22.94,0,-0.2351606572712695,5,10103
122,C1370556911,1,M,M1823072687,es_transportation,16.43,0,-0.6088125453488339,3,10103
177,C1028995887,2,F,M1823072687,es_transportation,20.32,0,-0.38553975815655656,7,10103
178,C1732609230,3,F,M348934600,es_transportation,11.68,0,-0.8814464114576558,8,6913
42,C1283110336,1,M,M1823072687,es_transportation,35.23,0,0.4702435984081873,4,10103
114,C2112563194,2,F,M1823072687,es_transportation,17.8,0,-0.5301791987027105,10,10103
134,C1724556830,1,M,M1823072687,es_transportation,61.66,0,1.9872358260410639,8,10103
82,C98091448,2,F,M348934600,es_transportation,4.53,0,-1.2918321257056717,3,6913
4,C1587738251,3,F,M1823072687,es_transportation,33.97,0,0.39792387813511043,8,10103
49,C1784864427,5,M,M1823072687,es_transportation,50.36,0,1.3386542077190244,6,10103
55,C1134333439,3,M,M348934600,es_transportation,23.98,0,-0.17546818974428538,4,6913
107,C1005495267,1,M,M1823072687,es_transportation,31.08,0,0.23204769433416406,6,10103
173,C639532055,4,F,M348934600,es_transportation,49.12,0,1.267482419513774,4,6913
0,C1072166767,3,F,M1842530320,es_tech,131.09,0,0.1121590150240164,5,23
120,C1536088502,1,M,M348934600,es_transportation,1.92,0,-1.4416372605570458,4,6913
109,C1153569753,4,F,M348934600,es_transportation,27.11,0,0.004183178870580348,9,6913
81,C458379262,5,F,M1823072687,es_transportation,91.35,0,3.6913409807296786,12,10103
3,C660690290,5,F,M1823072687,es_transportation,63.49,0,2.092271610247199,6,10103
38,C1040303644,2,M,M1600850729,es_fashion,25.87,0,-0.74480152648592,9,101
159,C560376591,2,F,M1823072687,es_transportation,82.44,0,3.1799372445129204,4,10103
153,C1437990673,2,F,M1823072687,es_transportation,53.95,0,1.5447080138939027,8,10103
145,C344248234,2,M,M348934600,es_transportation,38.71,0,0.6699837782100192,9,6913
10,C680687990,4,F,M348934600,es_transportation,27.44,0,0.02312405798971966,4,6913
54,C2033860682,3,F,M348934600,es_transportation,0.55,0,-1.5202706072031689,5,6913
146,C220694569,3,M,M348934600,es_transportation,19.32,0,-0.4429363615478875,3,6913
22,C1284515419,6,F,M348934600,es_transportation,17.27,0,-0.560599398500116,6,6913
39,C612357573,6,M,M348934600,es_transportation,28.53,0,0.08568635568627037,10,6913
118,C1568358546,2,F,M1823072687,es_transportation,3.58,0,-1.3463588989274362,8,10103
163,C519449235,2,F,M1823072687,es_transportation,2.26,0,-1.422122415403993,5,10103
85,C911364935,3,M,M348934600,es_transportation,45.13,0,1.0384699719823638,8,6913
149,C1809615650,4,M,M348934600,es_transportation,1.62,0,-1.4588562415744448,8,6913
170,C1965115675,3,F,M1823072687,es_transportation,14.34,0,-0.7287714464367155,9,10103
89,C1396978257,3,M,M1823072687,es_transportation,0.71,0,-1.5110871506605559,4,10103
79,C864602023,5,M,M348934600,es_transportation,48.01,0,1.2037721897493967,8,6913
150,C1151600429,2,M,M348934600,es_transportation,6.83,0,-1.1598199379056107,1,6913
69,C1819751403,1,F,M348934600,es_transportation,43.49,0,0.944339542420581,5,6913
124,C854479209,2,F,M348934600,es_transportation,52.15,0,1.4413941277895066,6,6913
29,C682814633,2,F,M1823072687,es_transportation,38.33,0,0.6481730689213132,5,10103
121,C617323407,3,F,M78078399,es_wellnessandbeauty,28.37,0,-0.6151177732028537,5,55
45,C282166299,4,F,M348934600,es_transportation,25.92,0,-0.06411877916510332,3,6913
106,C381250974,2,F,M1823072687,es_transportation,0.87,0,-1.5019036941179431,3,10103
154,C481108455,3,M,M1823072687,es_transportation,13.78,0,-0.7609135443358609,5,10103
69,C1918935856,4,M,M348934600,es_transportation,61.7,0,1.9895316901767175,7,6913
45,C1347371891,2,M,M348934600,es_transportation,16.2,0,-0.62201376412884,4,6913
119,C901739086,2,M,M1823072687,es_transportation,12.54,0,-0.8320853325411113,6,10103
56,C404536294,3,F,M348934600,es_transportation,4.27,0,-1.306755242587418,10,6913
103,C259158925,5,F,M1053599405,es_health,34.91,0,-0.6898117494499709,6,225
147,C777863522,5,F,M1823072687,es_transportation,17.03,0,-0.5743745833140352,3,10103
166,C407936671,2,F,M1823072687,es_transportation,1.23,0,-1.481240916897064,3,10103
134,C906611945,2,M,M1823072687,es_transportation,29.3,0,0.12988174029759514,4,10103
58,C700940580,1,F,M348934600,es_transportation,15.16,0,-0.6817062316558241,8,6913
26,C546927133,3,M,M348934600,es_transportation,4.74,0,-1.2797788389934925,6,6913
163,C450548035,3,M,M1823072687,es_transportation,16.62,0,-0.597907190704481,7,10103
83,C1169771418,3,M,M1823072687,es_transportation,26.79,0,-0.014183734214645563,7,10103
150,C1645579872,5,F,M1823072687,es_transportation,41.21,0,0.8134752866883465,8,10103
73,C1854104284,2,F,M1823072687,es_transportation,17.15,0,-0.5674869909070757,9,10103
106,C1798103026,4,F,M1823072687,es_transportation,10.6,0,-0.9434347431202933,5,10103
110,C594793398,2,F,M348934600,es_transportation,22.3,0,-0.27189448344172135,4,6913
107,C1424007721,4,F,M85975013,es_food,39.81,0,0.1025454691407517,8,915
59,C798889135,3,M,M1649169323,es_sportsandtoys,54.04,0,-0.7543030821605936,6,32
99,C876777476,1,F,M348934600,es_transportation,5.63,0,-1.228695861975208,5,6913
143,C1767072624,2,F,M1823072687,es_transportation,15.45,0,-0.6650612166723382,4,10103
70,C339181872,4,F,M1823072687,es_transportation,4.5,0,-1.293554023807412,6,10103
173,C892943299,3,F,M1823072687,es_transportation,1.47,0,-1.4674657320831446,6,10103
169,C778028540,2,F,M1913465890,es_health,62.53,0,-0.5110953900200776,7,125
99,C1151799720,5,M,M1823072687,es_transportation,3.78,0,-1.33487957824917,3,10103
32,C2117244434,3,F,M348934600,es_transportation,23.24,0,-0.2179416762538704,5,6913
51,C1264224372,4,M,M151143676,es_barsandrestaurants,57.71,0,0.2946029349054692,4,196
128,C1559339990,4,M,M1823072687,es_transportation,63.16,0,2.07333073112806,3,10103
165,C784613823,5,F,M1823072687,es_transportation,7.27,0,-1.1345654324134251,5,10103
129,C655866157,5,M,M348934600,es_transportation,12.62,0,-0.8274936042698048,7,6913
86,C1000148617,5,M,M1823072687,es_transportation,52.57,0,1.4655007012138657,6,10103
178,C867847701,1,F,M348934600,es_transportation,40.31,0,0.7618183436361488,7,6913
78,C1610742916,3,M,M348934600,es_transportation,3.31,0,-1.3618559818430958,10,6913
71,C1597289593,4,F,M1823072687,es_transportation,4.53,0,-1.2918321257056717,4,10103
129,C1166337448,3,F,M1823072687,es_transportation,13.28,0,-0.7896118460315263,5,10103
169,C1501782229,5,F,M85975013,es_food,0.0,0,-1.432570646992084,10,915
150,C448362974,1,M,M85975013,es_food,66.82,0,1.144079915178126,5,915
157,C394979408,4,F,M1823072687,es_transportation,45.65,0,1.0683162057458557,9,10103
21,C117112395,3,F,M1823072687,es_transportation,26.11,0,-0.05321342452075058,5,10103
151,C882083718,3,M,M1823072687,es_transportation,38.07,0,0.6332499520395674,5,10103
155,C1209363182,3,F,M1823072687,es_transportation,42.19,0,0.8697239580118505,6,10103
103,C1732307957,5,F,M1823072687,es_transportation,59.65,0,1.8718686532244884,5,10103
79,C1680323951,2,F,M1823072687,es_transportation,19.63,0,-0.425143414496575,5,10103
105,C207380283,3,F,M348934600,es_transportation,5.62,0,-1.2292698280091212,1,6913
177,C1268275182,1,M,M1823072687,es_transportation,38.26,0,0.6441553066839201,7,10103
157,C1533000663,4,F,M1913465890,es_health,17.88,0,-0.8000050731679682,6,125
170,C177123752,4,M,M1823072687,es_transportation,0.12,0,-1.5449511466614412,7,10103
18,C660024200,2,F,M348934600,es_transportation,13.46,0,-0.7792804574210866,8,6913
52,C386205251,2,F,M348934600,es_transportation,65.77,0,2.223135865979434,8,6913
142,C897612698,4,M,M348934600,es_transportation,36.83,0,0.5620781638343169,3,6913
58,C161733249,4,M,M348934600,es_transportation,23.94,0,-0.17776405387993857,4,6913
49,C602096181,1,F,M1053599405,es_health,27.6,0,-0.7371114086618653,6,225
100,C1927346472,1,M,M1823072687,es_transportation,9.6,0,-1.0008313465116243,4,10103
14,C742784538,3,M,M1823072687,es_transportation,36.66,0,0.5523207412577905,8,10103
127,C1913127981,4,F,M348934600,es_transportation,4.23,0,-1.3090511067230712,6,6913
10,C83613815,2,F,M151143676,es_barsandrestaurants,73.3,0,0.6660938548069832,5,196
113,C810134226,2,M,M1823072687,es_transportation,18.25,0,-0.5043507271766116,7,10103
116,C319933645,3,F,M1823072687,es_transportation,15.76,0,-0.6472682696210257,8,10103
16,C966602067,4,M,M348934600,es_transportation,44.34,0,0.9931266553032124,3,6913
140,C587299231,2,F,M1823072687,es_transportation,39.49,0,0.7147531288552573,5,10103
61,C1100570635,4,F,M1823072687,es_transportation,9.27,0,-1.0197722256307633,7,10103
68,C1345265337,2,M,M348934600,es_transportation,21.88,0,-0.2960010568660804,7,6913
16,C2117938225,4,M,M348934600,es_transportation,42.84,0,0.9070317502162161,7,6913
167,C74457300,1,F,M1823072687,es_transportation,25.65,0,-0.07961586208076285,6,10103
49,C759940472,2,M,M348934600,es_transportation,11.21,0,-0.9084228150515813,6,6913
111,C1838285576,3,M,M1823072687,es_transportation,10.3,0,-0.9606537241376925,10,10103
84,C1237709469,1,F,M348934600,es_transportation,55.45,0,1.630802918980899,3,6913
9,C345742557,5,F,M1823072687,es_transportation,49.89,0,1.311677804125099,7,10103
77,C793890087,2,F,M348934600,es_transportation,32.3,0,0.30207155047158774,10,6913
115,C695481887,5,M,M1823072687,es_transportation,2.41,0,-1.4135129248952933,5,10103
3,C1257820473,3,M,M348934600,es_transportation,30.66,0,0.20794112090980518,9,6913
163,C2115574807,5,F,M1823072687,es_transportation,20.15,0,-0.39529718073308295,8,10103
76,C1389188684,5,M,M348934600,es_transportation,67.4,0,2.316692329507304,6,6913
97,C354729496,4,M,M1823072687,es_transportation,14.41,0,-0.7247536841993224,4,10103
160,C1413412440,2,F,M1823072687,es_transportation,4.55,0,-1.2906841936378453,9,10103
163,C149698808,2,F,M1823072687,es_transportation,29.76,0,0.15628417785760743,9,10103
88,C1087747329,2,M,M1823072687,es_transportation,19.9,0,-0.4096463315809157,6,10103
152,C1284214182,1,F,M1823072687,es_transportation,20.32,0,-0.38553975815655656,6,10103
40,C928479694,5,M,M1823072687,es_transportation,30.09,0,0.17522505697674653,4,10103
95,C1885091211,3,F,M348934600,es_transportation,35.42,0,0.48114895305254046,7,6913
178,C579648989,3,F,M1823072687,es_transportation,47.2,0,1.1572809410024187,3,10103
157,C67418210,3,M,M1823072687,es_transportation,35.49,0,0.48516671528993366,8,10103
22,C914488986,4,M,M348934600,es_transportation,19.62,0,-0.4257173805304882,5,6913
92,C324262354,4,F,M348934600,es_transportation,25.15,0,-0.10831416377642832,5,6913
173,C241463462,6,M,M1823072687,es_transportation,25.56,0,-0.08478155638598263,8,10103
89,C1525581466,1,F,M1823072687,es_transportation,5.87,0,-1.2149206771612884,6,10103
136,C2055156879,3,F,M1823072687,es_transportation,28.2,0,0.06674547656713105,8,10103
107,C531109799,5,F,M348934600,es_transportation,19.23,0,-0.4481020558531073,4,6913
51,C1734487337,4,F,M1823072687,es_transportation,38.69,0,0.6688358461421924,9,10103
117,C735039923,3,F,M1823072687,es_transportation,1.51,0,-1.4651698679474912,7,10103
70,C1654186046,1,M,M1823072687,es_transportation,35.09,0,0.46220807393340135,5,10103
100,C317314063,2,M,M85975013,es_food,104.75,0,2.606701223515691,8,915
78,C1677624934,4,M,M1823072687,es_transportation,14.46,0,-0.7218838540297557,3,10103
164,C1169655012,2,F,M1823072687,es_transportation,46.86,0,1.137766095849366,9,10103
172,C180936571,2,M,M348934600,es_transportation,1.17,0,-1.4846847131005438,3,6913
143,C737765767,2,F,M348934600,es_transportation,0.1,0,-1.5460990787292679,7,6913
118,C1081618305,6,F,M348934600,es_transportation,30.54,0,0.2010535285028454,7,6913
31,C798268011,3,F,M1823072687,es_transportation,16.52,0,-0.6036468510436142,7,10103
166,C614111561,1,M,M348934600,es_transportation,20.95,0,-0.3493798980200182,3,6913
153,C230488939,3,M,M1823072687,es_transportation,35.17,0,0.46679980220470774,4,10103
153,C908342050,2,F,M348934600,es_transportation,28.63,0,0.09142601602540333,6,6913
9,C1656946498,2,F,M348934600,es_transportation,26.53,0,-0.02910685109639149,9,6913
31,C1259046770,4,F,M1823072687,es_transportation,7.15,0,-1.1414530248203847,5,10103
161,C1263107170,2,F,M1823072687,es_transportation,40.79,0,0.7893687132639874,5,10103
159,C95082443,2,M,M348934600,es_transportation,28.46,0,0.08166859344887718,7,6913
142,C2084933658,1,F,M1823072687,es_transportation,36.27,0,0.5299360659351718,6,10103
16,C1923945958,2,M,M348934600,es_transportation,26.05,0,-0.05665722072423036,5,6913
33,C369405043,4,M,M1823072687,es_transportation,14.51,0,-0.7190140238601893,4,10103
168,C1122213892,2,M,M348934600,es_transportation,39.5,0,0.7153270948891706,8,6913
90,C44197733,2,M,M1823072687,es_transportation,15.98,0,-0.6346410168749328,7,10103
20,C1930258744,4,M,M677738360,es_contents,77.48,0,0.731278831109785,9,10
73,C152830802,2,F,M1823072687,es_transportation,22.38,0,-0.26730275517041496,6,10103
21,C344248234,2,M,M348934600,es_transportation,16.67,0,-0.5950373605349144,9,6913
165,C1975392482,2,F,M1823072687,es_transportation,12.86,0,-0.8137184194558853,6,10103
158,C1097812196,6,M,M1823072687,es_transportation,52.46,0,1.4591870748408193,9,10103
81,C1090046399,2,M,M1946091778,es_wellnessandbeauty,46.7,0,-0.29146756682536223,4,175
160,C652253057,5,M,M1823072687,es_transportation,21.45,0,-0.32068159632435267,8,10103
172,C278409847,4,F,M348934600,es_transportation,6.86,0,-1.158098039803871,6,6913
59,C1000699316,4,M,M1053599405,es_health,326.34,0,1.1958981936584212,2,225
136,C895105444,3,F,M348934600,es_transportation,10.54,0,-0.9468785393237731,2,6913
158,C507179979,2,F,M1823072687,es_transportation,35.58,0,0.49033240959515323,6,10103
47,C895105444,3,F,M1888755466,es_otherservices,59.41,0,-0.6785102299078245,2,30
150,C759915530,2,M,M1053599405,es_health,67.33,0,-0.4800367902639775,3,225
20,C864134074,4,F,M980657600,es_sportsandtoys,105.33,0,-0.5323474117647562,6,57
68,C736721523,3,M,M348934600,es_transportation,33.15,0,0.35085866335421906,3,6913
147,C1483007108,1,F,M1823072687,es_transportation,17.29,0,-0.5594514664322894,7,10103
38,C413843100,3,F,M348934600,es_transportation,25.45,0,-0.09109518275902899,6,6913
166,C1088464518,2,F,M348934600,es_transportation,49.06,0,1.2640386233102943,4,6913
71,C429242189,1,F,M348934600,es_transportation,24.57,0,-0.14160419374340016,3,6913
24,C707234445,2,M,M1823072687,es_transportation,30.19,0,0.1809647173158797,10,10103
156,C469059843,5,F,M1823072687,es_transportation,54.95,0,1.6021046172852336,7,10103
47,C869565327,5,F,M1823072687,es_transportation,9.15,0,-1.0266598180377229,6,10103
27,C566582492,3,M,M1823072687,es_transportation,15.63,0,-0.6547298280618986,5,10103
76,C1196579721,2,F,M85975013,es_food,55.74,0,0.7168232820017432,4,915
105,C1096642744,5,M,M1823072687,es_transportation,40.53,0,0.7744455963822414,3,10103
172,C1366869967,5,M,M348934600,es_transportation,43.74,0,0.9586886932684138,5,6913
49,C2074563683,2,M,M1823072687,es_transportation,57.77,0,1.7639630388487868,5,10103
64,C146494822,4,F,M1823072687,es_transportation,65.4,0,2.201899122724642,4,10103
163,C263788122,3,F,M1823072687,es_transportation,36.18,0,0.5247703716299519,5,10103
26,C1438489717,3,F,M1823072687,es_transportation,42.81,0,0.905309852114476,9,10103
126,C793890087,2,F,M348934600,es_transportation,48.38,0,1.2250089330041893,10,6913
35,C1516006997,2,M,M348934600,es_transportation,9.83,0,-0.9876301277316178,5,6913
105,C2144163136,1,F,M1823072687,es_transportation,17.88,0,-0.5255874704314041,9,10103
92,C1882290962,2,F,M348934600,es_transportation,3.8,0,-1.3337316461813435,1,6913
61,C1549322511,4,M,M1823072687,es_transportation,22.71,0,-0.24836187605127563,5,10103
30,C1971105040,3,M,M1823072687,es_transportation,39.79,0,0.7319721098726565,4,10103
157,C1801270098,3,M,M348934600,es_transportation,38.58,0,0.6625222197691459,6,6913
108,C1551083784,2,M,M85975013,es_food,27.94,0,-0.35517440773683584,6,915
80,C15777324,2,F,M1823072687,es_transportation,9.31,0,-1.0174763614951101,7,10103
175,C775533998,2,F,M1823072687,es_transportation,32.47,0,0.3118289730481141,9,10103
82,C1533572842,4,F,M348934600,es_transportation,10.25,0,-0.963523554307259,6,6913
116,C169255115,5,M,M348934600,es_transportation,38.52,0,0.6590784235656664,7,6913
31,C24198147,5,M,M85975013,es_food,26.61,0,-0.4064606281451924,6,915
83,C949023995,3,M,M348934600,es_transportation,21.98,0,-0.2902613965269472,4,6913
75,C1143297842,2,M,M348934600,es_transportation,35.19,0,0.4679477342725341,3,6913
87,C1902104464,6,F,M349281107,es_fashion,42.28,0,-0.38378327450161537,9,101
61,C778028540,2,F,M1823072687,es_transportation,36.86,0,0.5638000619360569,7,10103
165,C428024823,3,M,M1823072687,es_transportation,36.26,0,0.5293620999012583,4,10103
81,C1146143839,3,F,M348934600,es_transportation,53.88,0,1.5406902516565093,7,6913
38,C819978438,5,F,M1946091778,es_wellnessandbeauty,55.14,0,-0.14244368565645732,9,175
172,C571254990,3,F,M1823072687,es_transportation,47.86,0,1.195162699240697,3,10103
90,C153419170,3,F,M348934600,es_transportation,24.47,0,-0.14734385408253334,5,6913
5,C1708732499,2,M,M209847108,es_wellnessandbeauty,103.63,0,0.7137373567464101,8,127
164,C2129964241,2,M,M1823072687,es_transportation,74.28,0,2.7115809608396604,5,10103
77,C2118328869,2,F,M980657600,es_sportsandtoys,499.84,1,1.1748807326661628,6,57
88,C1327677398,2,M,M1872033263,es_home,141.67,0,-0.23580063010617872,8,19
87,C858011639,3,M,M348934600,es_transportation,1.31,0,-1.4766491886257576,8,6913
15,C573104116,4,M,M348934600,es_transportation,44.33,0,0.9925526892692988,2,6913
36,C1476505660,1,F,M151143676,es_barsandrestaurants,94.47,0,1.1705494529028817,5,196
105,C138375181,5,F,M1823072687,es_transportation,21.64,0,-0.30977624167999973,3,10103
50,C1359606474,3,F,M1823072687,es_transportation,52.12,0,1.4396722296877666,9,10103
118,C799349963,3,M,M1600850729,es_fashion,3.48,0,-1.2373791414724276,9,101
26,C1449000407,2,M,M348934600,es_transportation,27.72,0,0.03919510693929218,3,6913
86,C1806422891,2,M,M348934600,es_transportation,10.8,0,-0.931955422442027,6,6913
67,C926583171,2,F,M348934600,es_transportation,40.57,0,0.7767414605178946,11,6913
57,C2014438912,1,F,M1823072687,es_transportation,85.25,0,3.3412217000425604,5,10103
101,C531109799,5,F,M348934600,es_transportation,55.33,0,1.623915326573939,4,6913
39,C1887082660,2,M,M1823072687,es_transportation,72.84,0,2.628929851956144,2,10103
131,C786249459,4,M,M1823072687,es_transportation,52.39,0,1.4551693126034262,7,10103
75,C748216113,4,F,M1823072687,es_transportation,54.43,0,1.5722583835217412,3,10103
117,C2094361013,U,E,M1823072687,es_transportation,37.11,0,0.5781492127838896,2,10103
178,C1451561221,6,M,M85975013,es_food,83.52,0,1.7880497503807977,11,915
148,C615281750,3,F,M348934600,es_transportation,55.96,0,1.6600751867104777,3,6913
67,C286580355,6,M,M348934600,es_transportation,9.86,0,-0.9859082296298781,8,6913
135,C991774315,3,F,M1823072687,es_transportation,32.25,0,0.29920172030202136,10,10103
151,C2068909690,2,F,M1823072687,es_transportation,9.23,0,-1.0220680897664165,6,10103
151,C1118932469,4,F,M1649169323,es_sportsandtoys,225.23,0,-0.013484380365635262,3,32
60,C1644291222,2,F,M348934600,es_transportation,7.92,0,-1.0972576402090601,3,6913
113,C1110919755,1,F,M1823072687,es_transportation,12.22,0,-0.850452245626337,5,10103
153,C1467832188,3,M,M1823072687,es_transportation,37.07,0,0.5758533486482365,4,10103
79,C871962456,2,F,M85975013,es_food,17.09,0,-0.7735619952786914,7,915
8,C272752096,3,F,M348934600,es_transportation,42.2,0,0.8702979240457642,4,6913
151,C1950870438,1,F,M1823072687,es_transportation,54.03,0,1.549299742165209,6,10103
139,C1334227305,1,F,M1823072687,es_transportation,29.72,0,0.15398831372195404,4,10103
164,C296571542,2,F,M348934600,es_transportation,3.37,0,-1.3584121856396156,8,6913
101,C2002750382,1,F,M1913465890,es_health,132.61,0,-0.057639833581014564,10,125
60,C1248053373,2,M,M348934600,es_transportation,4.05,0,-1.3193824953335107,4,6913
167,C524663308,2,F,M1823072687,es_transportation,49.63,0,1.2967546872433529,8,10103
126,C1761250553,3,M,M1823072687,es_transportation,45.25,0,1.0453575643893234,8,10103
27,C1705346216,3,M,M348934600,es_transportation,20.4,0,-0.38094802988525023,3,6913
103,C1509718305,1,M,M1823072687,es_transportation,13.22,0,-0.7930556422350061,6,10103
20,C1141582476,2,F,M348934600,es_transportation,8.94,0,-1.0387131047499025,4,6913
119,C787259637,1,F,M1823072687,es_transportation,1.54,0,-1.4634479698457514,8,10103
176,C841747618,3,M,M1823072687,es_transportation,16.86,0,-0.5841320058905616,6,10103
174,C1593769010,1,M,M348934600,es_transportation,30.84,0,0.2182725095202447,4,6913
11,C1607867760,4,F,M1823072687,es_transportation,39.2,0,0.6981081138717714,10,10103
90,C1838948302,1,M,M348934600,es_transportation,22.14,0,-0.2810779399843343,5,6913
80,C1488142454,2,F,M1823072687,es_transportation,22.79,0,-0.24377014777996928,6,10103
102,C1844993068,2,M,M348934600,es_transportation,67.3,0,2.31095266916817,9,6913
12,C2002750382,1,F,M1823072687,es_transportation,6.0,0,-1.2074591187204153,10,10103
102,C1612487865,3,M,M348934600,es_transportation,42.86,0,0.9081796822840424,7,6913
73,C686064678,2,F,M1823072687,es_transportation,49.43,0,1.2852753665650867,4,10103
150,C1694039833,6,F,M1823072687,es_transportation,17.51,0,-0.5468242136861964,4,10103
21,C1231572628,3,F,M480139044,es_health,6.22,0,-0.8754515884088282,4,100
177,C1750362802,5,M,M1823072687,es_transportation,11.38,0,-0.8986653924750551,6,10103
168,C1799527037,2,M,M1823072687,es_transportation,8.47,0,-1.0656895083438278,6,10103
87,C342410301,3,F,M1823072687,es_transportation,46.39,0,1.1107896922554406,3,10103
130,C1791559714,3,F,M1053599405,es_health,175.57,0,0.22033463423608216,8,225
78,C635603510,2,M,M855959430,es_hyper,2.55,0,-1.0244622633190055,8,220
157,C264736518,4,F,M1823072687,es_transportation,13.26,0,-0.7907597780993529,6,10103
99,C1146143839,3,F,M1823072687,es_transportation,37.27,0,0.5873326693265027,7,10103
120,C1735726583,5,M,M1823072687,es_transportation,46.03,0,1.0901269150345616,4,10103
98,C608547225,2,F,M1823072687,es_transportation,18.64,0,-0.4819660518539925,7,10103
126,C65683893,3,F,M1823072687,es_transportation,63.61,0,2.0991592026541595,5,10103
45,C822689044,2,M,M1823072687,es_transportation,45.78,0,1.0757777641867288,11,10103
107,C747590731,3,F,M348934600,es_transportation,24.51,0,-0.14504798994687992,7,6913
153,C83651461,2,F,M348934600,es_transportation,10.15,0,-0.969263214646392,5,6913
131,C1648096390,5,M,M1600850729,es_fashion,92.65,0,0.7243513600169365,7,101
99,C1482560016,5,M,M1823072687,es_transportation,0.92,0,-1.4990338639483765,6,10103
136,C1516949785,3,M,M348934600,es_transportation,39.82,0,0.7336940079743964,6,6913
94,C1256073744,3,M,M1823072687,es_transportation,36.74,0,0.5569124695290973,6,10103
130,C1189367947,2,M,M348934600,es_transportation,24.36,0,-0.1536574804555797,6,6913
92,C1980302296,1,F,M1823072687,es_transportation,32.59,0,0.31871656545507404,10,10103
18,C1221114448,1,F,M855959430,es_hyper,3.53,0,-0.9986344768914022,3,220
170,C417267123,2,F,M348934600,es_transportation,21.95,0,-0.2919832946286872,3,6913
66,C1435043122,5,M,M1823072687,es_transportation,21.5,0,-0.3178117661547861,7,10103
103,C862267590,4,M,M1823072687,es_transportation,33.81,0,0.3887404215924977,3,10103
52,C605522883,2,M,M348934600,es_transportation,25.82,0,-0.0698584395042365,10,6913
84,C1095821033,4,F,M1823072687,es_transportation,35.84,0,0.5052555264768995,9,10103
34,C2033826237,4,M,M1053599405,es_health,64.26,0,-0.49990135302464983,6,225
3,C433481742,4,F,M348934600,es_transportation,38.68,0,0.6682618801082791,6,6913
144,C1367581052,4,M,M1823072687,es_transportation,54.84,0,1.595790990912187,11,10103
10,C9169170,3,M,M1946091778,es_wellnessandbeauty,84.89,0,0.3828478386059743,7,175
34,C1687751654,3,M,M348934600,es_transportation,32.09,0,0.2900182637594086,3,6913
138,C1482659693,2,M,M1823072687,es_transportation,57.29,0,1.7364126692209476,11,10103
120,C1139944236,2,F,M1823072687,es_transportation,12.7,0,-0.8229018759984983,4,10103
73,C688041542,2,M,M348934600,es_transportation,14.81,0,-0.7017950428427899,7,6913
13,C1566647188,1,F,M348934600,es_transportation,40.34,0,0.7635402417378887,11,6913
142,C187965576,1,M,M348934600,es_transportation,4.42,0,-1.2981457520787185,5,6913
30,C1082594377,2,F,M348934600,es_transportation,24.76,0,-0.1306988390990472,5,6913
37,C1482659693,2,M,M348934600,es_transportation,36.17,0,0.5241964055960386,11,6913
113,C1204780618,4,M,M348934600,es_transportation,62.79,0,2.0520939878732674,4,6913
88,C422003518,5,F,M1888755466,es_otherservices,481.62,1,1.6002759304256,2,30
25,C629942205,2,M,M348934600,es_transportation,61.24,0,1.9631292526167048,4,6913
3,C236999052,1,M,M1823072687,es_transportation,37.53,0,0.6022557862082487,5,10103
83,C362857866,3,F,M1823072687,es_transportation,77.81,0,2.9141909708110587,7,10103
146,C339181872,4,F,M1823072687,es_transportation,34.8,0,0.44556305894991505,6,10103
145,C297347471,4,M,M348934600,es_transportation,33.06,0,0.3456929690489995,11,6913
145,C1413412440,2,F,M1823072687,es_transportation,27.31,0,0.015662499548846492,9,10103
173,C249473604,4,F,M1823072687,es_transportation,4.31,0,-1.3044593784517649,7,10103
178,C1214279601,1,F,M1053599405,es_health,1.49,0,-0.9060572502518186,4,225
66,C1273110804,4,M,M348934600,es_transportation,40.55,0,0.7755935284500678,5,6913
43,C2040640036,1,F,M348934600,es_transportation,44.62,0,1.0091977042527847,7,6913
49,C1983511229,3,M,M348934600,es_transportation,6.92,0,-1.154654243600391,9,6913
19,C449262890,2,M,M1823072687,es_transportation,23.46,0,-0.20531442350777745,7,10103
130,C1088853847,2,F,M348934600,es_transportation,25.68,0,-0.07789396397902286,5,6913
121,C1731163929,2,F,M1823072687,es_transportation,40.39,0,0.7664100719074551,7,10103
87,C634714812,3,M,M348934600,es_transportation,50.19,0,1.328896785142498,12,6913
130,C106931168,3,F,M348934600,es_transportation,13.04,0,-0.8033870308454458,3,6913
0,C495124555,3,F,M1600850729,es_fashion,33.47,0,-0.5776023360483384,4,101
73,C287533643,3,M,M1823072687,es_transportation,9.04,0,-1.0329734444107694,6,10103
103,C1476491893,3,F,M1823072687,es_transportation,26.35,0,-0.03943823970683104,9,10103
