step,customer,age,gender,merchant,category,amount,fraud
59,C279066833,2,F,M1823072687,es_transportation,4.72,0
155,C1677202028,3,F,M1823072687,es_transportation,47.87,0
88,C10105795,4,M,M1823072687,es_transportation,30.3,0
86,C1210957250,3,F,M1823072687,es_transportation,27.98,0
64,C555482626,3,F,M1823072687,es_transportation,26.52,0
45,C1797237747,3,M,M1823072687,es_transportation,13.11,0
42,C292682242,3,M,M1823072687,es_transportation,11.86,0
148,C1075692577,3,M,M1823072687,es_transportation,66.3,0
82,C480669012,5,F,M348934600,es_transportation,59.24,0
146,C1088853847,2,F,M348934600,es_transportation,28.59,0
168,C257361511,4,M,M348934600,es_transportation,25.26,0
104,C442137737,5,M,M348934600,es_transportation,28.79,0
137,C1569014356,2,M,M1823072687,es_transportation,22.56,0
117,C1813956515,1,M,M348934600,es_transportation,54.09,0
173,C9169170,3,M,M1823072687,es_transportation,34.95,0
80,C1014313887,5,F,M348934600,es_transportation,33.78,0
101,C1761432742,2,F,M348934600,es_transportation,17.03,0
61,C123623130,2,F,M348934600,es_transportation,17.49,0
2,C1902837467,4,M,M1823072687,es_transportation,16.76,0
155,C1689884214,3,M,M1823072687,es_transportation,18.92,0
102,C2054233026,3,F,M1400236507,es_home,16.94,0
13,C1382187685,1,F,M348934600,es_transportation,25.12,0
84,C605859862,5,F,M855959430,es_hyper,62.01,0
99,C1511894714,3,M,M1823072687,es_transportation,18.89,0
45,C1100361227,4,F,M348934600,es_transportation,69.47,0
81,C1072577677,3,F,M1823072687,es_transportation,28.86,0
156,C2005372528,6,M,M1823072687,es_transportation,2.51,0
161,C2129810887,4,F,M1823072687,es_transportation,19.93,0
158,C436675850,4,M,M85975013,es_food,60.84,0
90,C1100276718,1,F,M348934600,es_transportation,24.82,0
11,C1955375790,3,M,M348934600,es_transportation,16.04,0
56,C1074203200,1,M,M1823072687,es_transportation,50.1,0
177,C1048588440,6,M,M1823072687,es_transportation,29.69,0
150,C1777432937,3,F,M85975013,es_food,35.46,0
161,C1560259762,3,F,M1946091778,es_wellnessandbeauty,20.62,0
157,C1418322275,1,M,M1823072687,es_transportation,35.33,0
171,C812882942,1,F,M1053599405,es_health,248.17,0
103,C1255231772,2,F,M1913465890,es_health,134.73,0
77,C717345438,3,M,M1823072687,es_transportation,21.21,0
110,C783259685,3,M,M1823072687,es_transportation,9.05,0
136,C645539039,2,M,M1823072687,es_transportation,12.21,0
3,C1070471979,3,M,M1823072687,es_transportation,48.55,0
33,C864602023,5,M,M1823072687,es_transportation,42.87,0
141,C1694039833,6,F,M1823072687,es_transportation,32.02,0
21,C777863522,5,F,M1823072687,es_transportation,39.04,0
10,C998690782,2,M,M1823072687,es_transportation,12.6,0
103,C1005126300,4,F,M1823072687,es_transportation,63.32,0
38,C2012722039,1,F,M1198415165,es_wellnessandbeauty,128.29,0
163,C2011457912,4,F,M1823072687,es_transportation,7.42,0
105,C1715900756,2,M,M1823072687,es_transportation,31.21,0
125,C2096367617,2,M,M348934600,es_transportation,56.4,0
29,C323226584,5,M,M348934600,es_transportation,37.84,0
59,C399777042,2,M,M348934600,es_transportation,68.69,0
159,C1192557067,1,F,M1823072687,es_transportation,27.05,0
164,C1763371495,2,F,M1823072687,es_transportation,12.76,0
24,C370861553,2,M,M1823072687,es_transportation,28.02,0
44,C1057259459,3,F,M1823072687,es_transportation,1.65,0
154,C183270065,0,F,M1823072687,es_transportation,47.6,0
90,C515668508,3,F,M1823072687,es_transportation,21.08,0
114,C1962291095,2,M,M348934600,es_transportation,66.07,0
93,C1224153830,4,F,M1823072687,es_transportation,18.44,0
31,C1904416498,4,F,M1823072687,es_transportation,44.6,0
131,C256310721,2,F,M348934600,es_transportation,46.97,0
5,C1600642825,3,F,M1823072687,es_transportation,30.46,0
36,C2000956624,4,M,M1823072687,es_transportation,26.87,0
8,C1656440641,2,M,M348934600,es_transportation,41.66,0
67,C430880678,2,M,M348934600,es_transportation,10.68,0
98,C1303226190,1,F,M1823072687,es_transportation,36.59,0
122,C1803181641,2,M,M1823072687,es_transportation,12.69,0
50,C322786133,1,M,M348934600,es_transportation,22.07,0
1,C763253161,3,F,M348934600,es_transportation,8.3,0
55,C1258211852,1,M,M348934600,es_transportation,42.97,0
79,C958780730,4,M,M1823072687,es_transportation,25.49,0
165,C1452053500,3,F,M151143676,es_barsandrestaurants,78.14,0
154,C1633477199,2,M,M348934600,es_transportation,27.43,0
61,C1459624061,4,F,M1823072687,es_transportation,7.82,0
99,C260437492,3,F,M1823072687,es_transportation,17.6,0
145,C403631555,4,M,M1823072687,es_transportation,28.52,0
71,C1457388461,2,F,M348934600,es_transportation,46.77,0
154,C381007057,1,F,M3697346,es_leisure,325.72,1
150,C1284214182,1,F,M1823072687,es_transportation,35.91,0
30,C867847701,1,F,M1823072687,es_transportation,19.59,0
77,C1992960127,3,F,M1823072687,es_transportation,36.86,0
6,C1275518867,5,F,M3697346,es_leisure,395.67,1
78,C1808704110,3,F,M348934600,es_transportation,12.09,0
145,C1577983313,4,M,M1823072687,es_transportation,55.66,0
75,C1125832994,3,F,M1823072687,es_transportation,36.99,0
96,C1951890364,3,F,M78078399,es_wellnessandbeauty,79.3,0
95,C971838371,4,F,M85975013,es_food,20.12,0
23,C2136553361,2,F,M348934600,es_transportation,38.85,0
54,C1267444276,3,F,M1823072687,es_transportation,53.09,0
63,C1806256044,3,M,M855959430,es_hyper,1.5,0
165,C723217997,4,F,M348934600,es_transportation,10.29,0
171,C403631555,4,M,M1823072687,es_transportation,21.46,0
94,C1694165271,2,M,M78078399,es_wellnessandbeauty,74.55,0
159,C1738944491,2,M,M1823072687,es_transportation,12.46,0
87,C1744858817,6,M,M348934600,es_transportation,6.68,0
174,C358247377,4,M,M348934600,es_transportation,47.83,0
150,C1284515419,6,F,M1823072687,es_transportation,43.08,0
11,C109617474,2,F,M348934600,es_transportation,17.3,0
41,C2035771335,2,F,M1823072687,es_transportation,43.01,0
139,C196888452,4,M,M349281107,es_fashion,22.31,0
77,C1192874833,4,F,M1946091778,es_wellnessandbeauty,46.5,0
135,C380911997,2,F,M1823072687,es_transportation,15.77,0
84,C1516302826,3,F,M1823072687,es_transportation,49.14,0
61,C1040303644,2,M,M1823072687,es_transportation,28.8,0
15,C1560893361,3,M,M1823072687,es_transportation,11.98,0
91,C466769207,2,F,M348934600,es_transportation,62.92,0
70,C153258882,4,F,M1823072687,es_transportation,42.95,0
168,C993027768,3,F,M1823072687,es_transportation,24.04,0
28,C1532733169,3,M,M348934600,es_transportation,36.83,0
119,C100045114,4,M,M348934600,es_transportation,42.09,0
133,C2041218422,3,M,M1823072687,es_transportation,25.71,0
4,C603564532,1,M,M1823072687,es_transportation,9.43,0
21,C1897313368,5,F,M1823072687,es_transportation,4.32,0
77,C2059136665,2,M,M1823072687,es_transportation,21.07,0
162,C885208928,1,U,M1823072687,es_transportation,31.25,0
126,C426128777,3,F,M1823072687,es_transportation,36.12,0
27,C1649412954,4,M,M1888755466,es_otherservices,71.34,0
123,C1467497219,6,F,M348934600,es_transportation,19.96,0
38,C1995039136,2,M,M85975013,es_food,36.26,0
117,C1520919939,4,M,M1823072687,es_transportation,14.73,0
116,C1398865038,3,F,M840466850,es_tech,15.0,0
33,C1007572087,2,F,M480139044,es_health,794.96,1
108,C1688560702,2,F,M348934600,es_transportation,31.39,0
46,C1895615571,3,M,M1823072687,es_transportation,23.08,0
151,C1166683343,2,F,M1823072687,es_transportation,25.46,0
66,C459123820,2,M,M1823072687,es_transportation,8.28,0
46,C671524709,5,F,M1823072687,es_transportation,16.98,0
96,C1078316853,2,F,M1823072687,es_transportation,21.54,0
37,C409740988,5,M,M348934600,es_transportation,26.09,0
83,C190398591,6,M,M348934600,es_transportation,34.26,0
43,C559952121,4,F,M349281107,es_fashion,103.57,0
129,C1918953803,2,F,M1823072687,es_transportation,58.11,0
138,C211657450,1,F,M348934600,es_transportation,19.49,0
122,C1970738826,4,M,M1823072687,es_transportation,20.41,0
77,C864252220,3,F,M1823072687,es_transportation,30.44,0
135,C1806963277,3,M,M1823072687,es_transportation,49.13,0
31,C1808964355,1,F,M348934600,es_transportation,38.06,0
170,C2112563194,2,F,M1823072687,es_transportation,21.25,0
174,C760223382,3,F,M1823072687,es_transportation,62.42,0
161,C1546820736,2,M,M1823072687,es_transportation,50.58,0
62,C2012722039,1,F,M151143676,es_barsandrestaurants,55.18,0
59,C1558014544,3,M,M1823072687,es_transportation,32.35,0
150,C168310052,2,M,M1823072687,es_transportation,18.43,0
13,C2043927860,2,M,M348934600,es_transportation,65.23,0
25,C394979408,4,F,M348934600,es_transportation,13.34,0
99,C1177396126,2,M,M85975013,es_food,28.35,0
118,C886993530,3,M,M1823072687,es_transportation,22.02,0
174,C831905583,3,M,M1872033263,es_home,27.01,0
161,C1938976805,2,M,M348934600,es_transportation,23.02,0
178,C2030175121,1,F,M1823072687,es_transportation,49.56,0
2,C7197142,2,M,M348934600,es_transportation,35.97,0
167,C1720950881,6,F,M348934600,es_transportation,28.14,0
83,C1017941602,5,M,M1823072687,es_transportation,46.98,0
76,C1387946894,6,M,M348934600,es_transportation,7.71,0
152,C861002792,3,F,M1823072687,es_transportation,20.64,0
172,C118437987,2,M,M1823072687,es_transportation,7.3,0
15,C1153792315,1,F,M50039827,es_health,40.12,0
178,C1913044357,5,F,M1053599405,es_health,153.97,0
7,C1415168453,3,F,M348934600,es_transportation,25.54,0
66,C791033780,6,F,M348934600,es_transportation,16.14,0
8,C206074131,5,F,M348934600,es_transportation,6.06,0
97,C648063518,3,M,M151143676,es_barsandrestaurants,3.95,0
107,C1760524265,2,F,M1823072687,es_transportation,11.12,0
30,C2037169176,1,F,M348934600,es_transportation,7.08,0
71,C1376050027,2,F,M1823072687,es_transportation,1.33,0
156,C1148771999,4,M,M348934600,es_transportation,27.31,0
155,C1474428806,3,F,M1823072687,es_transportation,19.73,0
32,C324262354,4,F,M1823072687,es_transportation,25.62,0
47,C1646244537,4,M,M1823072687,es_transportation,44.82,0
116,C1125832994,3,F,M1823072687,es_transportation,23.52,0
5,C986553990,5,F,M348934600,es_transportation,16.79,0
150,C823286801,2,F,M348934600,es_transportation,39.09,0
131,C1792734476,1,F,M1823072687,es_transportation,43.8,0
35,C1887082660,2,M,M1823072687,es_transportation,9.1,0
71,C2023751717,2,M,M1823072687,es_transportation,8.43,0
44,C1456029725,3,M,M348934600,es_transportation,12.17,0
163,C941369654,2,M,M1823072687,es_transportation,28.23,0
3,C330615170,2,F,M980657600,es_sportsandtoys,5.69,1
100,C1383337902,2,M,M1823072687,es_transportation,9.65,0
156,C23049140,5,F,M1823072687,es_transportation,26.13,0
136,C974315171,3,M,M1823072687,es_transportation,12.53,0
171,C2049000934,5,M,M348934600,es_transportation,43.48,0
148,C660475396,5,M,M1823072687,es_transportation,36.06,0
94,C526635102,2,M,M1823072687,es_transportation,24.71,0
89,C866263389,3,M,M151143676,es_barsandrestaurants,2.47,0
59,C899638721,2,F,M348934600,es_transportation,30.9,0
110,C2043823425,4,F,M1823072687,es_transportation,34.58,0
70,C1100570635,4,F,M1913465890,es_health,56.2,0
160,C1432312197,5,M,M1823072687,es_transportation,34.78,0
95,C655150548,1,F,M85975013,es_food,41.43,0
83,C85388733,3,F,M348934600,es_transportation,22.14,0
103,C437836513,2,M,M1946091778,es_wellnessandbeauty,79.6,0
151,C1995719338,6,M,M1823072687,es_transportation,0.51,0
79,C700940580,1,F,M348934600,es_transportation,30.01,0
124,C2095429384,2,F,M85975013,es_food,14.37,0
54,C476466255,2,M,M1823072687,es_transportation,1.33,0
156,C694265356,3,F,M1053599405,es_health,143.1,0
122,C423454023,3,M,M1823072687,es_transportation,39.27,0
124,C597262762,3,F,M1823072687,es_transportation,41.9,0
82,C911078435,2,F,M348934600,es_transportation,12.55,0
14,C2132111174,3,F,M348934600,es_transportation,31.5,0
125,C1844993068,2,M,M348934600,es_transportation,11.14,0
92,C819388154,6,M,M209847108,es_wellnessandbeauty,23.76,0
67,C1263461120,5,M,M1823072687,es_transportation,28.47,0
137,C1962407385,2,M,M1823072687,es_transportation,70.32,0
179,C1741401017,4,M,M1823072687,es_transportation,39.11,0
123,C524663308,2,F,M1823072687,es_transportation,4.91,0
80,C1164613439,2,M,M1823072687,es_transportation,23.92,0
128,C1670883164,6,F,M1823072687,es_transportation,32.0,0
151,C867847701,1,F,M348934600,es_transportation,64.57,0
95,C1791903269,3,F,M1823072687,es_transportation,32.56,0
33,C42779194,6,F,M1823072687,es_transportation,20.09,0
107,C665566426,3,F,M1823072687,es_transportation,75.3,0
96,C971838371,4,F,M1823072687,es_transportation,46.32,0
55,C781096653,4,F,M348934600,es_transportation,54.05,0
31,C1482659693,2,M,M1198415165,es_wellnessandbeauty,372.05,1
146,C1687751654,3,M,M1823072687,es_transportation,24.77,0
53,C1887326984,2,F,M1823072687,es_transportation,27.83,0
92,C1899748276,5,F,M1823072687,es_transportation,7.33,0
75,C1715900756,2,M,M1823072687,es_transportation,35.72,0
58,C1814870538,3,M,M1823072687,es_transportation,10.92,0
91,C1964602402,4,M,M348934600,es_transportation,70.63,0
96,C1902104464,6,F,M1823072687,es_transportation,16.69,0
99,C648063518,3,M,M348934600,es_transportation,37.36,0
25,C1067165398,5,M,M348934600,es_transportation,30.59,0
86,C131200254,2,F,M1823072687,es_transportation,2.76,0
123,C510046708,6,F,M1823072687,es_transportation,24.53,0
53,C67418210,3,M,M1823072687,es_transportation,21.1,0
35,C1463356115,4,F,M1823072687,es_transportation,27.51,0
100,C823379702,5,M,M1823072687,es_transportation,38.32,0
146,C560376591,2,F,M1053599405,es_health,29.42,0
146,C247656929,2,F,M1823072687,es_transportation,28.79,0
164,C1113166893,5,F,M1823072687,es_transportation,31.58,0
69,C447373253,4,M,M348934600,es_transportation,14.42,0
74,C729168812,3,F,M348934600,es_transportation,5.94,0
78,C976209265,4,M,M349281107,es_fashion,10.2,0
86,C722399783,4,M,M85975013,es_food,35.24,0
0,C1582366224,5,M,M1823072687,es_transportation,16.13,0
110,C1225533078,2,F,M348934600,es_transportation,5.59,0
144,C894687005,5,M,M1823072687,es_transportation,18.32,0
16,C71938921,2,M,M348934600,es_transportation,44.75,0
164,C1981040988,4,M,M348934600,es_transportation,5.8,0
110,C385721880,2,M,M1823072687,es_transportation,23.63,0
157,C1767734624,3,F,M1823072687,es_transportation,0.44,0
57,C170002529,2,F,M348934600,es_transportation,1.18,0
143,C671392477,4,F,M1823072687,es_transportation,22.63,0
54,C1373640509,2,M,M348934600,es_transportation,15.46,0
61,C1679430600,4,M,M1053599405,es_health,203.14,0
158,C267284908,4,F,M1823072687,es_transportation,39.61,0
130,C1426420214,1,M,M1600850729,es_fashion,163.58,0
143,C169274898,3,F,M1823072687,es_transportation,11.84,0
23,C1846578588,3,M,M348934600,es_transportation,19.41,0
117,C910969605,1,F,M1823072687,es_transportation,25.71,0
72,C653835530,2,M,M348934600,es_transportation,32.2,0
144,C1857263556,1,F,M1823072687,es_transportation,54.87,0
49,C1396720108,1,M,M1823072687,es_transportation,80.19,0
74,C661876608,1,F,M348934600,es_transportation,4.67,0
56,C1404589205,2,M,M1823072687,es_transportation,50.36,0
9,C671392477,4,F,M1823072687,es_transportation,14.58,0
96,C824784700,3,F,M1823072687,es_transportation,28.94,0
136,C1610467120,2,M,M1823072687,es_transportation,47.46,0
60,C1077245673,4,F,M348934600,es_transportation,41.09,0
66,C1812521679,4,M,M1053599405,es_health,47.75,0
159,C517412999,5,M,M1823072687,es_transportation,58.18,0
134,C1612748385,2,F,M1823072687,es_transportation,27.17,0
151,C27106217,2,M,M85975013,es_food,14.31,0
100,C1667929755,3,F,M1946091778,es_wellnessandbeauty,29.17,0
134,C1229072215,3,M,M1823072687,es_transportation,7.73,0
96,C1703739582,4,F,M1823072687,es_transportation,4.36,0
66,C1897566795,3,F,M348934600,es_transportation,17.03,0
173,C1457092141,2,F,M1823072687,es_transportation,8.08,0
107,C1968624098,2,F,M1823072687,es_transportation,34.74,0
8,C1761432742,2,F,M151143676,es_barsandrestaurants,43.37,0
13,C1257820473,3,M,M348934600,es_transportation,39.25,0
90,C1872660217,4,F,M348934600,es_transportation,7.91,0
111,C1780829982,1,M,M1823072687,es_transportation,0.18,0
78,C1844993068,2,M,M1823072687,es_transportation,7.43,0
123,C363029037,3,M,M1823072687,es_transportation,25.38,0
53,C1494778598,3,M,M348934600,es_transportation,25.54,0
14,C1452354279,3,M,M1823072687,es_transportation,2.49,0
112,C82079505,2,M,M348934600,es_transportation,22.51,0
2,C1340235335,3,F,M348934600,es_transportation,31.12,0
21,C1445784416,4,M,M348934600,es_transportation,20.79,0
10,C480975116,2,M,M348934600,es_transportation,40.71,0
93,C918296398,2,F,M1823072687,es_transportation,39.07,0
116,C1079965849,2,M,M348934600,es_transportation,48.31,0
15,C1688605578,3,M,M348934600,es_transportation,28.1,0
137,C902837455,3,M,M1823072687,es_transportation,28.99,0
34,C585299069,3,F,M1823072687,es_transportation,19.16,0
94,C1204046804,5,F,M1823072687,es_transportation,62.47,0
16,C1702404555,3,M,M855959430,es_hyper,43.93,0
176,C323852731,2,F,M1823072687,es_transportation,35.97,0
179,C906611945,2,M,M85975013,es_food,32.3,0
39,C756645719,2,F,M348934600,es_transportation,43.43,0
69,C1528848756,2,M,M348934600,es_transportation,32.99,0
51,C630392370,3,F,M1823072687,es_transportation,51.31,0
123,C313266037,2,M,M1823072687,es_transportation,44.94,0
105,C1933075111,2,F,M1823072687,es_transportation,63.31,0
177,C1126297464,2,F,M1823072687,es_transportation,23.64,0
12,C966335674,3,M,M348934600,es_transportation,7.47,0
153,C721654925,2,M,M348934600,es_transportation,17.6,0
118,C1196915447,2,M,M1823072687,es_transportation,28.5,0
103,C737765767,2,F,M348934600,es_transportation,23.95,0
69,C1807259356,3,F,M1823072687,es_transportation,20.92,0
52,C1476101537,3,F,M1823072687,es_transportation,34.58,0
122,C1435256152,3,F,M1823072687,es_transportation,30.05,0
84,C864252220,3,F,M1823072687,es_transportation,35.98,0
104,C2109575612,5,M,M1823072687,es_transportation,45.67,0
123,C1333401746,3,F,M348934600,es_transportation,33.63,0
138,C472989518,3,M,M348934600,es_transportation,28.51,0
144,C586511331,5,F,M348934600,es_transportation,7.46,0
177,C848293063,5,F,M348934600,es_transportation,0.05,0
11,C1913473991,2,M,M1872033263,es_home,56.9,0
146,C617179674,6,F,M1823072687,es_transportation,51.43,0
84,C88392294,5,M,M349281107,es_fashion,42.96,0
129,C1303935849,2,M,M1823072687,es_transportation,22.69,0
113,C1222389110,3,M,M1823072687,es_transportation,31.81,0
9,C364635096,2,F,M1823072687,es_transportation,18.05,0
112,C1760986787,2,M,M151143676,es_barsandrestaurants,57.36,0
152,C1155962240,2,F,M1823072687,es_transportation,19.93,0
79,C660232446,4,F,M348934600,es_transportation,6.65,0
5,C301483725,4,M,M1946091778,es_wellnessandbeauty,60.55,0
133,C1600873622,4,F,M1823072687,es_transportation,14.78,0
21,C809674942,2,M,M1823072687,es_transportation,21.15,0
95,C1780829982,1,M,M1823072687,es_transportation,27.62,0
40,C331622323,4,F,M1823072687,es_transportation,9.21,0
172,C1149495561,5,F,M1823072687,es_transportation,0.13,0
90,C1556534733,3,F,M1823072687,es_transportation,21.55,0
8,C671524709,5,F,M1600850729,es_fashion,4.77,0
124,C1591152121,3,M,M348934600,es_transportation,12.48,0
24,C2064491438,5,F,M348934600,es_transportation,26.17,0
37,C1577880868,2,F,M348934600,es_transportation,24.33,0
46,C2117244434,3,F,M348934600,es_transportation,58.92,0
114,C144835944,4,F,M1823072687,es_transportation,16.44,0
80,C1043282651,2,F,M348934600,es_transportation,9.92,0
28,C1093826151,4,M,M348934600,es_transportation,46.91,0
46,C824676284,2,U,M348934600,es_transportation,20.24,0
77,C1598533502,3,F,M1823072687,es_transportation,20.52,0
28,C187965576,1,M,M348934600,es_transportation,20.43,0
94,C1045652139,6,M,M1053599405,es_health,68.74,0
82,C1648683269,3,M,M348934600,es_transportation,11.0,0
77,C2093963973,2,M,M348934600,es_transportation,0.13,0
137,C503433561,4,M,M1823072687,es_transportation,45.66,0
104,C1847111025,3,M,M1823072687,es_transportation,45.62,0
103,C1641760998,5,F,M1823072687,es_transportation,9.81,0
102,C859741683,5,F,M1823072687,es_transportation,48.13,0
23,C126488680,4,M,M348934600,es_transportation,11.5,0
85,C371396143,2,F,M1823072687,es_transportation,3.28,0
22,C1722987449,3,M,M1842530320,es_tech,49.24,0
151,C1866572071,3,F,M1823072687,es_transportation,28.09,0
147,C1145304322,3,F,M348934600,es_transportation,69.49,0
22,C2079453894,3,F,M1823072687,es_transportation,21.1,0
28,C909525375,2,M,M1823072687,es_transportation,12.58,0
54,C550190826,3,F,M1823072687,es_transportation,12.67,0
122,C1568358546,2,F,M1823072687,es_transportation,21.59,0
109,C2027325203,5,F,M348934600,es_transportation,24.9,0
131,C1338020899,3,M,M348934600,es_transportation,11.91,0
56,C458379262,5,F,M348934600,es_transportation,10.78,0
17,C1256908044,3,F,M1823072687,es_transportation,10.25,0
54,C1908894965,1,M,M1823072687,es_transportation,6.92,0
169,C1761432742,2,F,M1823072687,es_transportation,47.09,0
70,C1108226372,2,M,M348934600,es_transportation,25.88,0
91,C967677653,4,F,M1823072687,es_transportation,10.84,0
54,C1921248691,0,F,M1823072687,es_transportation,8.32,0
38,C1804573810,2,F,M1823072687,es_transportation,72.4,0
38,C1920498287,2,M,M348934600,es_transportation,16.08,0
157,C17166563,4,F,M348934600,es_transportation,36.2,0
165,C529033504,2,M,M348934600,es_transportation,57.58,0
166,C789852022,2,F,M1823072687,es_transportation,5.03,0
100,C581878341,4,M,M1823072687,es_transportation,32.11,0
59,C107438779,4,M,M1400236507,es_home,38.21,0
158,C1476491893,3,F,M1823072687,es_transportation,31.0,0
84,C1899001756,2,M,M348934600,es_transportation,23.92,0
78,C1090528803,3,F,M1823072687,es_transportation,11.49,0
179,C55178455,3,M,M1823072687,es_transportation,52.52,0
20,C2126946323,2,F,M348934600,es_transportation,19.97,0
29,C1715139,4,M,M348934600,es_transportation,12.43,0
16,C323912860,2,F,M45060432,es_hotelservices,185.04,0
66,C970538683,2,M,M1823072687,es_transportation,25.46,0
70,C369805136,4,M,M1823072687,es_transportation,24.88,0
129,C1797237747,3,M,M1823072687,es_transportation,16.54,0
79,C2120296918,4,F,M1913465890,es_health,9.64,0
0,C10263180,3,F,M348934600,es_transportation,8.33,0
99,C2049000934,5,M,M1823072687,es_transportation,16.93,0
130,C131296547,2,M,M1823072687,es_transportation,15.1,0
72,C1969430351,3,M,M348934600,es_transportation,34.73,0
25,C1188590334,6,F,M348934600,es_transportation,29.24,0
170,C1806963277,3,M,M1823072687,es_transportation,17.86,0
137,C461669469,6,F,M1823072687,es_transportation,23.44,0
90,C2090486181,4,M,M1823072687,es_transportation,14.52,0
68,C1963617384,2,F,M1823072687,es_transportation,23.77,0
141,C269960003,1,M,M348934600,es_transportation,31.97,0
20,C1658591237,1,M,M348934600,es_transportation,22.2,0
25,C897057254,2,F,M348934600,es_transportation,23.85,0
25,C1242643189,3,F,M348934600,es_transportation,30.03,0
140,C1215468370,2,M,M1823072687,es_transportation,5.16,0
172,C671524709,5,F,M1823072687,es_transportation,38.66,0
34,C359668643,2,M,M348934600,es_transportation,38.27,0
143,C2078688167,3,F,M348934600,es_transportation,34.61,0
172,C1966686053,4,F,M1600850729,es_fashion,32.15,0
22,C1385115265,2,F,M348934600,es_transportation,14.71,0
140,C236999052,1,M,M348934600,es_transportation,26.55,0
157,C1828909550,4,M,M1823072687,es_transportation,33.7,0
137,C115986226,2,F,M1823072687,es_transportation,34.3,0
45,C98707741,4,F,M1823072687,es_transportation,71.45,0
17,C2030210340,2,M,M1823072687,es_transportation,59.54,0
137,C1085689043,2,M,M1823072687,es_transportation,17.39,0
110,C1189752912,2,F,M348934600,es_transportation,63.64,0
144,C402994775,1,M,M1823072687,es_transportation,16.61,0
177,C513710252,6,M,M1823072687,es_transportation,48.91,0
77,C1767929602,2,F,M1823072687,es_transportation,32.81,0
90,C106397937,5,M,M1823072687,es_transportation,39.33,0
123,C544997662,2,F,M348934600,es_transportation,29.78,0
149,C1153943594,2,M,M1823072687,es_transportation,31.47,0
7,C188084843,2,M,M348934600,es_transportation,4.75,0
142,C1556425826,3,M,M1823072687,es_transportation,74.25,0
119,C1807970113,4,F,M1823072687,es_transportation,36.1,0
116,C840054516,2,F,M1823072687,es_transportation,17.79,0
109,C332727422,5,M,M1823072687,es_transportation,31.58,0
88,C588937224,1,M,M348934600,es_transportation,18.47,0
80,C20027851,1,F,M348934600,es_transportation,48.09,0
175,C868096672,1,M,M349281107,es_fashion,40.38,0
139,C1982277917,4,F,M348934600,es_transportation,11.37,0
98,C517412999,5,M,M1823072687,es_transportation,11.37,0
103,C2061535111,4,M,M1823072687,es_transportation,27.65,0
135,C252172114,2,M,M1823072687,es_transportation,41.37,0
18,C1132565589,4,F,M348934600,es_transportation,23.93,0
106,C105013970,3,M,M1053599405,es_health,66.95,0
19,C1680347409,2,F,M151143676,es_barsandrestaurants,10.02,0
111,C43130617,2,M,M348934600,es_transportation,29.62,0
140,C798889135,3,M,M348934600,es_transportation,4.47,0
179,C1253245889,3,M,M1823072687,es_transportation,32.36,0
130,C739589782,2,F,M1823072687,es_transportation,31.69,0
88,C1991820533,5,M,M1823072687,es_transportation,73.58,0
57,C1592390864,4,F,M348934600,es_transportation,45.22,0
135,C1545977603,6,M,M692898500,es_health,99.79,0
14,C917831365,5,F,M348934600,es_transportation,26.91,0
48,C1643499361,4,M,M1823072687,es_transportation,21.8,0
56,C257361511,4,M,M1823072687,es_transportation,11.76,0
96,C1842441894,3,M,M1823072687,es_transportation,24.16,0
102,C1214780453,6,F,M1823072687,es_transportation,53.33,0
19,C1830714840,4,F,M1823072687,es_transportation,24.85,0
166,C53497422,3,M,M1823072687,es_transportation,14.24,0
95,C1750881279,4,F,M1823072687,es_transportation,20.95,0
21,C466769207,2,F,M348934600,es_transportation,4.77,0
112,C1069635670,4,F,M348934600,es_transportation,35.28,0
169,C1735920391,4,F,M348934600,es_transportation,23.24,0
153,C1331123896,2,M,M1823072687,es_transportation,18.76,0
44,C2034859281,2,F,M348934600,es_transportation,14.45,0
161,C1731163929,2,F,M1823072687,es_transportation,15.19,0
37,C772895850,3,M,M348934600,es_transportation,4.65,0
23,C2056015074,3,M,M547558035,es_fashion,31.14,0
22,C775363285,2,F,M348934600,es_transportation,26.74,0
78,C2073207955,3,M,M348934600,es_transportation,39.63,0
108,C153258882,4,F,M1823072687,es_transportation,41.88,0
138,C959023117,3,M,M1823072687,es_transportation,15.98,0
103,C1038996959,2,M,M1823072687,es_transportation,12.41,0
113,C1684213034,4,M,M85975013,es_food,63.02,0
127,C1625937550,2,F,M1823072687,es_transportation,23.92,0
142,C1207935724,4,M,M1823072687,es_transportation,35.27,0
157,C2031701237,4,M,M348934600,es_transportation,34.35,0
83,C447271561,3,M,M1823072687,es_transportation,4.36,0
132,C1838681949,3,M,M1823072687,es_transportation,18.18,0
67,C1461183154,5,F,M348934600,es_transportation,12.54,0
124,C1403935304,3,M,M348934600,es_transportation,25.71,0
116,C566582492,3,M,M348934600,es_transportation,10.11,0
153,C381528901,5,M,M1946091778,es_wellnessandbeauty,6.05,0
3,C1163635747,4,M,M348934600,es_transportation,56.57,0
106,C186516178,3,F,M348934600,es_transportation,23.1,0
86,C214836772,2,M,M1823072687,es_transportation,22.03,0
77,C1238185596,5,M,M1823072687,es_transportation,56.22,0
39,C1891401770,4,F,M348934600,es_transportation,40.31,0
137,C1387946894,6,M,M1823072687,es_transportation,3.65,0
138,C2007253908,2,M,M1823072687,es_transportation,23.91,0
151,C1133451243,5,M,M348934600,es_transportation,1.25,0
